"ID","string","score"
"R/5483628cd6bf86a2b0014ab277c6d","What is formal?",0
"R/548a08f84030535185999ea0b1c6c","There are some professor that need to just not. I mean Macula is the worst. Literally the worst.",0
"R/54853a052a2f1b8d45cfbe46d5c53","Does having doubts about my relationship mean that it definitely won't work or should I wait it out",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547253ed1bb1be2ff7173945b320d","Long islanders are dicks. Sorry ",0
"R/547124789ea0ee2af9536f3f56937","Laid back tune filled night of casual drinking and smoking with friends :^)",0
"R/548a93e912e638b81c6181ba8b794","The most fun activity I have assigned is to get someone pumped.",0
"R/547b88fb2fb84496efef1ed8b4e2b","Rap Game Yak Game ain't that different ya know. ",0
"R/54827a7c3b5a89d442ddb86582adc","Raunchy I like",0
"R/548a10be02fecbc279e81ec71e55e","So how's everyone feeling for tomorrow?",0
"R/547f9a4aecc63c648366c2d030b43","I'm undeclared can I participate in the j.o. Games? ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/548a6d2c359c26c6fc5034ae74a2b","The irony in akpsi is that it's neither professional or a real fraternity. Lying hacks.",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/54826f3446f8721a1d6c24f770d29","Impossible to talk to my roomie about any of this because her dad is a police officer and she cuts me off saying he must've had a reason ",0
"R/5481f5b1b6376f751ca4eaa416ed7","Ironic that all the people criticizing the protest are writing on an ANONYMOUS platform. If you really disagree with us show us your name & face.",0
"R/5473eb17ef30125a357b6f2c77f59","Super psyched for getting up at 3:15 AM tomorrow.",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5481f16ff39e268b9cbd6d2b4980c","You can go to jail longer for throwing a party and providing alcohol to minors than committing petty larceny or selling cigs. So get off your high horses thinking you're better than these criminals",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5483628cd6bf86a2b0014ab277c6d","What is formal?",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/54828b13e939ca15fe0e3d4933ed8","I need some real honest unbiased advice right now ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/54837f2dde698a3a767979ff99423","Anyone know where towsleys calc 2 final is?",0
"R/547c755177a25f853db375a7bebdc","Being at home really made me appreciate Geneseos yak game",0
"R/547c1698d602dc4133bc8ee9efa96","Intercourse anyone ",0
"R/54820be299972a267eeb9096502c7","Me and my ups driver are entertain with the protesting ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/547a018bea7530c4e1aaf6fd63f8e","Pooping with the door open. Walking around naked. Doin what I want cause I'm bored as shittt",0
"R/5487dcc61462a484a85db7b1a3ff8","I wish I could preheat my sheets so they aren't freeIng when I get into bed ",0
"R/547f2377d64c0d851a00f336ace46","Is there a quiz in mitschows class today?",0
"R/54814ae50927a23f57be0245c7e67","I deserve to die. I feel so numb",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5482cd3deb7edd2d599fd55e05874","I just had sexxxxxx and it felt so good (felt so good)",0
"R/5486a5e980988ca75b15257a76d83","Nicee only took me 7 hours to compile the data for this lab report. Now all that's left is to write it!",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/5474899cd2135f248b5b00225eb90","I really can't believe how out of hand this has gotten when you read the reports of what really happened. How do people still believe the officer was at fault?!",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/5485b424a7a373978cb9be6d09654","I haven't slept yet today will be interesting ",0
"R/54815ccacb839a1c2ddd04662f432","Head 4 head ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547b562ab22adc450cfe75a72993b","Is books and bytes open today? ",0
"R/548bf74467c066a0ded2c581034fe","So girls at the statesmen: how do you want us to approach you? Slowly? Quickly? Ask first? Just start grinding away? Help a guy out here. ",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/547c28194d08523d60c9abfdc09bb","Gonna stay up till 4pm Wednesday non stop and crush these papers geneseo thanks for this I won't do this next semester #everySemester ",0
"R/5474a13c41c8a169ce7d4abebc4cb","I really want to go to an AOD advocate and tell them I'm abusing jenkem",0
"R/5487dcc61462a484a85db7b1a3ff8","I wish I could preheat my sheets so they aren't freeIng when I get into bed ",0
"R/547484558aa50165ef8cd8af5a1f3","Comments on yik yak are equivalent to likes for a cover photo on Facebook. They may be just as worthy of them but rarely get the recognition they deserve.",0
"R/548a708bcab0d3c196b9a057361f5","When I die bury me inside the Gucci store",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/547b554355acd72b450c81390bf9e","I'm back",0
"R/54738841a7976bc4e22e86db45bdd","True life my French professor just changed my life ",0
"R/547a5127d1feb4c6e13ad12054528","Erie is deadddd people come over ",0
"R/547e578c0280d7600127dea35cfc7","Why are all the RL models young and skinny but all the clothes are cut for retired dudes in their mid-forties? ",0
"R/54882615c6d341f8224cee5b48030","S/o to UPD for letting me into my building at 5 am after I lost my ID for the 5000th time this week. They really aren't all bad.",0
"R/54741028257e8a64be0c29f6d1d1e","Going home makes you realize all the thing you took for granted. Like 2-ply toilet paper and showering without shoes on",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/5481eb9e6a7d143abb2565c7648bc","The people that are so up in arms about this social injustice protesting won't even support a food bank or a toy drive. They spend their money on weed and complain about shit all day. Great people. ",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54815ccf22fa12f3c69ede2c7d19f","Sisters cultivating a cult",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/54815b37bc58bd77dc5dc02458211","It's 2am. Calm the fuck down. ",0
"R/5489ad74837e30b4b1404895161d6","How do i call out from an office phone here?!",0
"R/54892f3cbba1a9442d9ef94cc5679","How hard is it to get into Geneseo Bhangra?",0
"R/547c8c450156b06d3ae1b905ab235","Just dreamt about squid I the quiet section!",0
"R/548a63f1ee85ad55e900261f4bf44","I don't mind if you sit with your friends and talk...just use your hands. ",0
"R/547e6e2d7f089db0e2066c05846f2","Yo guyz add me on fun run if you tryna turn up tonight ",0
"R/54887bbd4f8ab6ded80514bdf1a1e","I used to have a yak score higher than my birth year but then I dropped it in a toilet ",0
"R/5489a27650f3e79a7219f02fc1109","Why did I get a parking ticket for parking on Wadsworth?",0
"R/54860029e5a526d1fc802772c4c74","Keep on sleepin' on",0
"R/5486528fc88d33265318e4deb3acb","I just want someone to suck my tits. That is all.",0
"R/5474fd505f2894b38a2ba1af28cb4","Tattoos are love 😍",0
"R/5480c94ba9299882127415f18cbe0","McKnight sucks",0
"R/547a0d3807d6b9bbabca92932a10f","Can't wait to be back at school...the yaks are way better there!",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/548752818e071efed96289aa433e4","When can I change classes on knightweb for sprig semester?",0
"R/5474a13c41c8a169ce7d4abebc4cb","I really want to go to an AOD advocate and tell them I'm abusing jenkem",0
"R/547bdb23a7f6d2096b6a0d45a3c56","Why did this happen the night I need to do work...",0
"R/548a29290cff5bbb73df889382571","Me during finals week: syrup in coffee! Why didn't I think of that?!",0
"R/54854f68488ecdbddd3fef46e043f","Wutttt free coffee",0
"R/5471e7911ae956bf40732045ffcde","I didn't even get Turnt last night from the shots I took and I still need to take that morning shit! ",0
"R/5471828fd306d5f504a5447a63a9e","When your friends cock block to the fullest. ..",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/548941f77c3a2a9896f59335f21d1","If anyone wants to talk add me on kik anon5502",0
"R/548b0d29eb54dfb019d12de554161","I feel personally offended when someone re-yaks one of my original yaks. ",0
"R/5482abccae039fc098c9e43bd43c4","Has anyone else taken a screenshot in the bathroom and forgot their phone wasn't on mute and the whole bathroom went silent?",0
"R/548b4e9855eff80baa6b49ef1fa14","Seeing that cute blonde boy buy a cake at Wegmans has been the highlight of my day",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/54712954af40594eb99dbede782a5","The update for yak is actually kinda cool",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547e53c97be23f0bd06bd60a7970a","Yik yak is becoming way too censored ",0
"R/54796ea30b456e975c068083b55da","I'd do anything to fuck you",0
"R/5482d60a01896cbbac170504ff00b","Fuck is u sayin bitch my hood love me",0
"R/54728d053288145b4b11f5267da1e","This is the second friend's mom to die within 3 weeks. God damn.",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/5478dd61bc366d8d9defdaeb3b0b7","Ima guy and gay and getting bored. headed to Walmart. Yik yak here is boring✌",0
"R/54738aa170472b2078e057d7e743e","God bless Southside cookies",0
"R/54828cff57a5e4beb302307101aa5","I am BJ deprived. Why. Have. I. Yet. To. Give. Head. WHY?! ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5481f33a181939283ee57f97e7bed","Would you eat a quarter sized piece of poo for $10000?",0
"R/5484b18d58c631060ba7c5343116b","What happened to bank street cafe?",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/5473eb17ef30125a357b6f2c77f59","Super psyched for getting up at 3:15 AM tomorrow.",0
"R/548a61f20af6270e1097b3d314f19","Calc will be the death of me ",0
"R/5488380df24ac3fcbcdebef5bb72a","Girls get sympathy left and right but I bet no one will care when I get my ass violated by my tests this week ",0
"R/5484056a3bb3c5f3e2bd0a4544cba","Honestly Just do it ",0
"R/54732e8cbf9756d0cfdcecc0ee5f7","Really don't wanna take this accounting test ",0
"R/5486863321f60bd54e9044850c839","Do girls like top or bottom better?",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/547f76f5ec5f7dc65381e39c4bf1d","I love finals said no one ever",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5489acd29c68d7bbaca21647c4d83","Strang baby",0
"R/54814bc28fd48f7e092ea1830f579","Who's down to trade a smoke up for some brews?",0
"R/548c4a04c8d8869e61cffc94c8112","Hauling ass to rochester right now for an extra credit assignment.",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5473eab9b74c268500ebc51c5e870","You can still view Geneseo yak over break because now you can save any peeks you want. But nobody will be here to yak so I'm disappointed 💀",0
"R/5485ce5feff3b94595b25a111939d","I like my finals like i like my dad. Left when i was 3 and never returned. ",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/54874b0b72c803f2bc37768009ce9","IS THE MATH LEARNING CENTER OPEN? - freshman looking for answers",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/54893b162cb3bf923fe352c5bd48a","Gonna sit next to a nerdy looking person and hope their answers r correct. ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/5489acd29c68d7bbaca21647c4d83","Strang baby",0
"R/547b6353c788f5130538ff4fd7ce7","What is the NFC south?",0
"R/547d2241b9163313d8ff00779cde2","Going through yik yak looking for other thirsty yakkers and finding none <<<<<",0
"R/54822bea1647896933b05fdd4f689","does it hurt really bad to get your nipples pierced? ",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/5484e873983c73f09c3bbcf258bb8","My breath is so bad no matter what I do. I'm so sorry.",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/548a2cdc19c481a64d2e3263fbd1c","Walk into Milne during finals week like this place is like Santa's workshop...except it smells like mushrooms and everyone looks like they want to kill me",0
"R/548288c8152c775aea84b734aa1cc","What is the purpose of justice?",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/548a08f84030535185999ea0b1c6c","There are some professor that need to just not. I mean Macula is the worst. Literally the worst.",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/5486af0a3b6be58f8bab87c1fe941","What if Dk post negative things about themselves just for attention? Like the kid that gets in trouble on purpose. ",0
"R/5488c91ebb41f29234c4c8ae11bfa","Remember if you are ever jealous of people with good grades all the turkey insemination experts (a real job consulting with turkey farms) had good grades in college",0
"R/5480b9055d95ff2b601ede0c7f13c","You got me hella high girl",0
"R/5473c0851c12b8cc32648aad43b9c","I will always remember you. Thanks the laughter ",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/54846eea9e37ddfb9566734864e1b","2 papers due tomorrow so I watched season 3 of House this weekend ",0
"R/547c1d0d54915fcf39416bd9be658","If you're up and able to watch The Babadook. ",0
"R/5476d016cbb5682e7ffbcd869d638","Any guys looking to hook up with another guy? ",0
"R/54826ef2d9995ae978905acb7c972","Any girls on southside lonely af? ",0
"R/547d2241b9163313d8ff00779cde2","Going through yik yak looking for other thirsty yakkers and finding none <<<<<",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/548b4df3ddab8299626f4c7ce7c79","Feelin some type of way for sure Halp?",0
"R/547a837e75ad8958288bf73f0d8ee","Geneseo Yaks are weak sauce my friends ",0
"R/547c09e8ae91ac01b0f0dd870a65b","I plan to wake up tomorrow and see that this yak has reached 500 ups to start my day out right. Let's make dreams come true people",0
"R/5489acd29c68d7bbaca21647c4d83","Strang baby",0
"R/54843d6fc5f1387c5c2b82d1e81d9","My solid adderall dick isn't gonna ride itself rn. Kik?",0
"R/547e58a89c163109e489d2c3bb5b1","Anyone wanna share accounting extra credit packet answers???",0
"R/548cc8128ce1c33f9775020706931","Wanting to find someone to cuddle with tonight but not wanting to leave the room ",0
"R/547588ca85d9ef42908d10c5e216e","Who's got weed in this bitch???  ",0
"R/547e42236674b467fb0799232363e","Where's chow hound right now?",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547f6841db23f0865f1453d2123a8","guys it's technically not even finals week yet",0
"R/5481f0214fc14d428182d796692c3","Where is this protest?",0
"R/54816c93dbf46470c714142d49fc8","The MAC president is the cutest thing ever",0
"R/5480a4c74329fcba2c2738e3f12e3","Instagram is down on a tbt",0
"R/548947060f811c6be3ac5346f2293","Any ladies in Ontario wanna get together?",0
"R/5485f9f3987ecf8eea6512ed185fe","Yik yak gives me hope.",0
"R/54855fe949b81ceafeed0c02d1f03","I don't know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzz's before tomorrow's class.",0
"R/54893302966ecf15ac042f24bc4df","You know you're stoned and on Ritalin when you find yourself zoned into the gummy isle at Wegmans",0
"R/5489412abd429298252112b17777c","Is someone puking or coughing up a lung ",0
"R/54874a139d20a5099cd4db08664e9","The library is the most distracting place I don't understand why people flood the place during finals",0
"R/5474524732757f3d1238c8546ca39","crazy howI never thought about race when I back in NYC but once I got to Geneseo..manso this is how a place with barely any diversity feel...damn.",0
"R/54875e9d34b574138082704ebefdb","Don't stress too much about finals grad schools/ employers don't care about grades they care about where you went what you did and who you are.",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/547d5a657ae1fa844b95611bf9ce0","Waiting for everyone in your room to go to sleep so you can poop in peace ",0
"R/5481e62e05d6e5d52a7c24dd6b78d","Can some explain to me what's happened in Spears class?",0
"R/547f3f4858f6a518a76636a60b21c","As a bisexual man who has sex with men and women I can definitely say that sex with a man feels so much better",0
"R/548a65792aa80226850378db9e9af","It hurts but I won't fight you you suck anyways you make me wanna die me to finals. ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54829c9b2d6eb38f1859d1a618241","Sigh...",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/54827d035122562fb960453158dbe","I just took a whole Dirty Water to the face! I guess you could say I've been drinking like Beyoncé ",0
"R/547d2241b9163313d8ff00779cde2","Going through yik yak looking for other thirsty yakkers and finding none <<<<<",0
"R/5483a610512b006842c5f7648ed2d","What's good with Zbxi 2nite",0
"R/5482aa21a555d7c18a8699532f8b5","Nipples so hard you can see it though my shirt ",0
"R/5473d170da64d7ff01550cc10d88e","I wonder if people are actually gonna show up to Strangs Micro tomorrow",0
"R/548a58ce692799cc21e8df7c7c662","Is there such a thing as like a really light Aderall pill? ",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/548b75af62bf26141574e1ef5c841","Only thing getting me through this final is the case of beer in my fridge ",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5474cc3de643683fd9cdde002b589","Smoking a blunt before I head home",0
"R/547cacce16f0012fb4baf7b64323a","I just want to use my new vape but instead I have to do buttloads of homework ",0
"R/5481f33a181939283ee57f97e7bed","Would you eat a quarter sized piece of poo for $10000?",0
"R/5489f75ed9c96ea1afa81d7278f63","You gotta look before you flush",0
"R/5480a4c74329fcba2c2738e3f12e3","Instagram is down on a tbt",0
"R/54828c9db62226514a0be7b56621b","Add me in fun run:   tqx1 ",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/547fa096a399a9576f7ae55efdf15","Slacks all semester decides they want straight A's with a week left of school ",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/547f4078ca0eb0e5545166e305812","I hate the mini migraines that kamikaze attack me out of nowhere. They're intense and fuck with my vision but usually go away in a few minutes. Is that normal...?",0
"R/5472bc35c07f4324e3230ab6b5269","I am in a constant state of either extreme hate of nothing particular  or super depression over one girl... hmm",0
"R/54796ea30b456e975c068083b55da","I'd do anything to fuck you",0
"R/5480f204a4dc64080cb7ddc47e69d","I think I might have to pull a Cato",0
"R/5489e83a39af98703c7d76f33b555","Call me an herb but I actually like writing thoughtful papers because it gives me a chance to get my thoughts out ",0
"R/548a61f20af6270e1097b3d314f19","Calc will be the death of me ",0
"R/54875db7d3263adf423ad06f90d37","In the top floor of the union STOP TALKING you are so inconsiderate. ",0
"R/547f2526c289378603963b05737e7","Woken up by a vacuum cleaner WTF",0
"R/5482b712eb962720c5506465dd85e","Any girl on south side wanna come cuddle ",0
"R/5486ac1873ebd0f552d9b682904d5","Who wants to cuddle?",0
"R/5489b0eb26eda8a8a0377e6c68a2d","Cracked out on vivance and kicked one exams ass and now tryna take another online but that shit ain't available yet. ",0
"R/547d193b13fe39025c830d8868367","You sit on a throne of lies ",0
"R/54863092e63e4f9b996e373e2fd8a","I don't get why everyone hates on cortland... Besides the fact we're better. But we're better than most schools so why cortland ",0
"R/548540610115cfaa3835d4f5ffc57","Just saw my grade from Peterson's test...... I'm definately sucking him off for an A now.",0
"R/548bece0e71f79ea22db192eb3c48","Ugh sex",0
"R/547bc9eb3135914f52a5c4019b3b6","The boys are back in town…",0
"R/5486ac1873ebd0f552d9b682904d5","Who wants to cuddle?",0
"R/548a6f73c40789278b06ff3e61e43","I just wanna get my ass torn apart",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/5476d2ecdf43ae51f8ae482885931","So...anyone wanna add my kik? i_am_a_chemist .",0
"R/547bd9064b71e31a8ddcd209b26d7","Did you really go on break if you didn't bring back more than you brought home? ",0
"R/5475592e4d7ee9ff0a0ebc22e58be","Geneseo is the best but it's yak game is so weak right now ):",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547ccbf88123274ebc0c2d4562f03","If a history term isn't on Wikipedia did it really happen? ",0
"R/5486b28a2983ea80e610d9f8ae2db","Rush DK if u r better than shit. Oh wait shit beats DK nice!",0
"R/54738e4744bdd434e0694e35acac0","Slept through my first class ever....finally a real college student ",0
"R/54811c2c172fc7a89de3843efc174","Just took a sedative with my beer without thinking",0
"R/548b4d0daef811011cf96fdd12b7b","Yaaas Santa sleighhh",0
"R/547a86c7d9cf14d5233069a2cd9f5","The airport yaks were bringing back the good ole days of A/S/L ...glad to be home in Geneseo lol",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/5482036e86274b599b3810e264d3a","I feel like keeping real throwback so I'm going to be showing some extreme prejudice and hate for all Germans tonight ",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/547dd98806cfcd77a77abae0b3e0a","Ever look at the finger lakes and wonder why they aren't called stretch mark lakes ",0
"R/547588ca85d9ef42908d10c5e216e","Who's got weed in this bitch???  ",0
"R/547d2455ec33258c016c4551e4828","Omegle partyyy @geneseo.edu",0
"R/54828b64d6f670c5cbcf9293e8200","How was everyone's day today",0
"R/547f07ab2dc744da2ab221df50221","RLkunts ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/548979412ff2a066d9bfd4a1d29d2","830 Econ who's excited to get bent over? ",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/548ba6306cb4c56485708021c22d3","What's hot guy house though?",0
"R/5482a166c1860358ed5cdb3f0d651","Onion breath",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/54712ca8e3e124cfb4d234fd2e8a8","About to punch anybody who wrongs me in the throat. #OnEdge",0
"R/548a2fe4e81bf1011b96e8778bc28","Studying genetics in the library? Anyone at all?",0
"R/5471e7911ae956bf40732045ffcde","I didn't even get Turnt last night from the shots I took and I still need to take that morning shit! ",0
"R/54847ce1223543a98e12876ae07e4","Taylor in daga you're so gorgeous and I wanna plow you so hard you can walk for two days",0
"R/547ea9087b6142b6df403c1d17bca","Could use a quickie rn. Ladies hmu ",0
"R/5480b302ccca8ed342f017ce66e05","I love Clio ",0
"R/54866cd334b8b77b9515f02fef003","i wonder if Eunisha has white friends",0
"R/548405c05c41824c78aeb6412db22","Shoutout to the guy who asked the two obviously underage and beyond wasted girls on Main Street if they had alcohol on them. You tried buddy. ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5487c47a4239d5cad84c1ab0d1b5f","how is pawiloksi for calc?",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5482ac4f35cb285d0230b92cc3d6e","I love the sororities here",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/5482b712eb962720c5506465dd85e","Any girl on south side wanna come cuddle ",0
"R/548a2320665db45d39b76fed25564","What happened to those protesters on campus? They had so much momentum going ",0
"R/5486614675cc9fc729d9272acd397","Christmas music in the air🎄🎅🎶",0
"R/548191a73e02f7fbfecbe48ed5a89","My ex only recently found out I still have the hat he gave me almost 3 years ago",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/548214f24d7a44efffc6371b79e76","Time to nap before going out ",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/547c1d0d54915fcf39416bd9be658","If you're up and able to watch The Babadook. ",0
"R/5480b9055d95ff2b601ede0c7f13c","You got me hella high girl",0
"R/5486a2ad1b3b0de45ccb91724d5e7","The new finals week yak theme is here to remind us of what we should be doing instead of refreshing yik yak",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/54770ca0add8dff17be46918780d2","I love the quiet campus ",0
"R/547a63aff0838732975f201b201a7","Just got back. I already want to leave. ",0
"R/5478aa2e9adc581c50fe442ff3e5a","I don't know how much more I can binge drink for but I'm going to keep trying ",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/54714c37b74d53a3076f65fec9c14","In the mood to fuck",0
"R/5486a27cf344c0a37f0161fb2edcc","I just want to kiss a girl.",0
"R/548a38f119bcaf3da436cbb761e67","Girls ignore me more than people ignore the ads on trivia crack",0
"R/548393fc04b840c13b61ef832d492","📝 =👎",0
"R/5472bf77da45e028bd176bd84111d","It's times like these I just wanna stop existing",0
"R/548a995124b4199ab320222a6abce","it's not a cell bio lab unless im waiting till the last minute and looking up videos of people from india teaching me how to use excel.",0
"R/54721aa38b3298259270b06a67a54","On adderall someone come over and get fucked rn",0
"R/548a6dc99b37027b7df47d5d4677e","What happens if your gpa is below the required average for your major",0
"R/5489950f4ffe263fa5081d2297e92","when you are sitting waiting for your 8am final to start and you realize you aren't sure if it is cumulative or not  ",0
"R/547c8c5b3bed7a47103adc3c9ff9a","Library basement. PSA: we have a chomper in the basement. Stay away from the corner of you actually want to get work done or can't stand to listen to it. ",0
"R/5489f3e20740b66005f36b6ca7f81","Has anyone ever snowboarded  down cardiac hill?",0
"R/547b9caf7c1621b9f78e7dede8ea2","Geneseo yikyak partial",0
"R/548a2f6c655d72cb011537d64daed","There are so many yaks telling people to be quiet. Does no one believe im actually asking? Most people don't realize how loud they're being ",0
"R/547154a2ced13b919c2887820d21b","Is a 3 way a 3 way If one person just watches? ",0
"R/54828c9db62226514a0be7b56621b","Add me in fun run:   tqx1 ",0
"R/54829ba05e3a92a27cd4036625c59","One a king always a king",0
"R/548bea3373db22e822dbed1ec8493","I can't fucking sleep ",0
"R/5486079843586fce7a4c31250a4c3","Cuts oneself while shaving leaves a permanent scar.",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/5486b11605a2268979931e8056bdd","You know how you can tell hockey lost they raced to blow up yik yak to post anonymously about how they won the fight. keep yakking boys you know where DK lives. No ones hiding just waiting",0
"R/548206c0796b313a48b95a829a54d","Lol at protestors",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
